ID_api,Seasonal_mortality,Age,Activity,Beekeep_for,Qualif,Training,Coop_treat,Bee_population_size,Country,Apiary_Size,Production,Apiarist_book,Org_member,Continue,Breed,Chronic_Depop,ClinSign_Brood,ClinSign_Honeybees,H_Rate_ColMortality,H_Rate_HoneyMortality,OtherEvent,VarroaMites,QueenProblems,Management,Swarm_bought,Swarm_produced,Queen_bought,Queen_produced,Environment,VarroosisV2,ChronicParalysisV2,AmericanFoulbroodV2,NosemosisV2,EuropeanFoulbroodV2,Migration,Merger,Winter_Mortality_Class,Program
1091_A,0,3___45-65,Part_time,3___More than 5 years,No,Yes,No,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,No,Yes,No,A. m. carnica,No,No,No,No,No,No,Yes,No,Livestock,1__None,1__None,4__More than 10 queens bought,2__1 - 5 queen(s) produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1092_A,0,4___Over 65,Hobby,3___More than 5 years,Yes,Yes,No,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,Yes,Yes,Yes,Buckfast,No,No,No,No,No,No,Yes,No,Livestock,1__None,1__None,3__6 - 10 queens bought,3__6 - 10 queens produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1093_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,No,1___Less than 51 colonies,POLAND,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,2__1 - 5 queen(s) bought,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1094_A,0,1___Less than 30,Part_time,3___More than 5 years,Yes,Yes,No,2___51 - 100,POLAND,5__More than 50 colonies,02__Includes pollen production,No,No,Yes,A. m. carnica,No,No,No,Yes,No,No,Yes,No,Livestock,1__None,4__More than 10 swarms produced,1__None,4__More than 10 queens produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,Yes,No,2__1 - 5 %,First Year
1095_A,0,3___45-65,Part_time,3___More than 5 years,No,No,No,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,2__1 - 5 queen(s) bought,4__More than 10 queens produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,2__1 - 5 %,First Year
1096_A,0,4___Over 65,Hobby,3___More than 5 years,No,No,No,1___Less than 51 colonies,POLAND,2__6 - 10,01__Only honey,No,Yes,Yes,A. m. carnica,Yes,No,No,Yes,No,No,Yes,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,Yes,No,5__21 - 50 %,First Year
1097_A,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,2__1 - 5 queen(s) bought,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,3__6 - 10 %,First Year
1098_A,0,3___45-65,Part_time,3___More than 5 years,Yes,Yes,No,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,No,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,Yes,No,Livestock,3__2 - 5 swarms bought,1__None,4__More than 10 queens bought,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,Yes,No,4__11 - 20 %,First Year
1099_A,0,2___30-45,Hobby,2___2-5 years,No,Yes,No,1___Less than 51 colonies,GREECE,4__21 - 50,01__Only honey,No,Yes,Yes,A. m. mellifera,No,No,Yes,No,Yes,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Orchards,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1100_A,0,3___45-65,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,Yes,No,Production + Livestock,1__None,4__More than 10 swarms produced,4__More than 10 queens bought,4__More than 10 queens produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1101_A,0,3___45-65,Part_time,3___More than 5 years,Yes,Yes,Yes,2___51 - 100,POLAND,5__More than 50 colonies,02__Includes pollen production,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,Yes,No,Livestock,1__None,1__None,2__1 - 5 queen(s) bought,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,First Year
1102_A,0,2___30-45,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,ESTONIA,2__6 - 10,01__Only honey,No,No,Yes,Local bees,No,No,No,No,No,No,Yes,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1103_A,0,2___30-45,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,Yes,No,Production + Livestock,1__None,3__6 - 10 swarms produced,3__6 - 10 queens bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1104_A,0,3___45-65,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,Yes,Yes,Livestock,4__More than 5 swarms bought,4__More than 10 swarms produced,3__6 - 10 queens bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1105_A,0,4___Over 65,Part_time,3___More than 5 years,Yes,No,No,1___Less than 51 colonies,GREECE,4__21 - 50,01__Only honey,Yes,Yes,Yes,A. m. mellifera,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1106_A,0,3___45-65,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,POLAND,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,Yes,Yes,Livestock,4__More than 5 swarms bought,3__6 - 10 swarms produced,4__More than 10 queens bought,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1107_A,0,3___45-65,Part_time,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,POLAND,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Production + Livestock  + HealthConditions,1__None,4__More than 10 swarms produced,4__More than 10 queens bought,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
1110_A,0,2___30-45,Hobby,3___More than 5 years,Yes,Yes,No,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,3__6 - 10 queens bought,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1111_A,0,3___45-65,Hobby,2___2-5 years,No,Yes,No,1___Less than 51 colonies,POLAND,2__6 - 10,01__Only honey,No,Yes,Yes,A. m. carnica,No,Yes,No,No,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,3__6 - 10 queens bought,3__6 - 10 queens produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,4__11 - 20 %,First Year
1113_A,0,2___30-45,Hobby,3___More than 5 years,Yes,Yes,No,1___Less than 51 colonies,POLAND,4__21 - 50,02__Includes pollen production,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,Yes,No,Livestock,4__More than 5 swarms bought,4__More than 10 swarms produced,4__More than 10 queens bought,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1114_A,0,2___30-45,Hobby,2___2-5 years,No,Yes,No,1___Less than 51 colonies,ESTONIA,2__6 - 10,01__Only honey,No,No,Yes,Local bees,No,No,No,Yes,No,No,Yes,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,First Year
1115_A,0,1___Less than 30,Hobby,2___2-5 years,No,Yes,No,1___Less than 51 colonies,POLAND,1__Less than 5 colonies,01__Only honey,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock  + HealthConditions,3__2 - 5 swarms bought,1__None,1__None,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1116_A,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,No,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,4__More than 10 queens bought,3__6 - 10 queens produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,4__11 - 20 %,First Year
1117_A,0,4___Over 65,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,POLAND,1__Less than 5 colonies,01__Only honey,No,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,3__2 - 5 swarms bought,1__None,2__1 - 5 queen(s) bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
1119_A,0,3___45-65,Hobby,2___2-5 years,No,No,No,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,Yes,No,Livestock,1__None,2__1 - 5 swarm(s) produced,4__More than 10 queens bought,2__1 - 5 queen(s) produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1122_A,0,3___45-65,Hobby,3___More than 5 years,Yes,Yes,No,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,Yes,No,Livestock,1__None,3__6 - 10 swarms produced,4__More than 10 queens bought,2__1 - 5 queen(s) produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,Yes,No,3__6 - 10 %,First Year
1123_A,6,3___45-65,Part_time,2___2-5 years,No,No,No,1___Less than 51 colonies,GREECE,4__21 - 50,05__Includes royal jelly production,No,Yes,Yes,Local bees,No,No,No,Yes,Yes,No,No,No,Livestock,4__More than 5 swarms bought,4__More than 10 swarms produced,3__6 - 10 queens bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,Yes,1__No Mortality,First Year
1124_A,0,3___45-65,Professional,3___More than 5 years,Yes,Yes,No,2___51 - 100,POLAND,5__More than 50 colonies,04__Includes queens production,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,Yes,No,Livestock,1__None,1__None,3__6 - 10 queens bought,4__More than 10 queens produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1125_A,0,3___45-65,Part_time,3___More than 5 years,Yes,Yes,No,1___Less than 51 colonies,POLAND,4__21 - 50,02__Includes pollen production,No,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,Yes,No,Livestock,1__None,4__More than 10 swarms produced,1__None,4__More than 10 queens produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,Yes,No,4__11 - 20 %,First Year
1126_A,0,3___45-65,Professional,3___More than 5 years,Yes,Yes,Yes,2___51 - 100,POLAND,5__More than 50 colonies,01__Only honey,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,4__More than 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,1__No Mortality,First Year
1127_A,0,2___30-45,Professional,3___More than 5 years,Yes,No,No,2___51 - 100,GREECE,5__More than 50 colonies,07__Other,No,No,Yes,Local bees,No,Yes,No,No,No,No,Yes,Yes,Livestock,1__None,4__More than 10 swarms produced,1__None,1__None,Farmland,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,1__No Mortality,First Year
1128_A,0,3___45-65,Professional,3___More than 5 years,No,Yes,No,2___51 - 100,GREECE,4__21 - 50,07__Other,No,Yes,Yes,Local bees,No,No,Yes,No,No,No,Yes,No,Livestock,1__None,1__None,1__None,4__More than 10 queens produced,Orchards,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,1__No Mortality,First Year
1129_A,0,3___45-65,Part_time,2___2-5 years,No,Yes,No,1___Less than 51 colonies,GREECE,4__21 - 50,02__Includes pollen production,No,Yes,Yes,Local bees,No,No,Yes,No,Yes,Yes,Yes,No,Livestock,1__None,4__More than 10 swarms produced,1__None,4__More than 10 queens produced,Flora,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,3__6 - 10 %,First Year
1130_A,0,3___45-65,Part_time,3___More than 5 years,Yes,Yes,No,2___51 - 100,POLAND,5__More than 50 colonies,07__Other,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,4__More than 10 queens bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1131_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,No,1___Less than 51 colonies,POLAND,2__6 - 10,01__Only honey,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,6__More than 51%,First Year
1132_A,0,1___Less than 30,Hobby,3___More than 5 years,Yes,Yes,No,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,No,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,4__More than 10 queens bought,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
1133_A,0,2___30-45,Part_time,3___More than 5 years,No,Yes,Yes,2___51 - 100,GREECE,4__21 - 50,07__Other,Yes,Yes,Yes,A. m. mellifera,No,No,No,No,No,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1134_A,0,3___45-65,Professional,3___More than 5 years,No,No,No,2___51 - 100,GREECE,5__More than 50 colonies,07__Other,No,Yes,No,Local bees,No,No,No,No,No,No,Yes,No,Livestock,1__None,1__None,1__None,1__None,Orchards,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,1__No Mortality,First Year
1135_A,0,2___30-45,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,2__6 - 10,01__Only honey,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
1136_A,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Production + Livestock,1__None,3__6 - 10 swarms produced,1__None,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1138_A,8,3___45-65,Part_time,3___More than 5 years,No,Yes,No,1___Less than 51 colonies,GREECE,3__11 - 20,07__Other,Yes,Yes,Yes,Local bees,No,No,Yes,No,No,No,Yes,Yes,Livestock,1__None,3__6 - 10 swarms produced,1__None,4__More than 10 queens produced,Town,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,4__11 - 20 %,First Year
1139_A,0,3___45-65,Hobby,1___Less than 2 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,4__More than 5 swarms bought,2__1 - 5 swarm(s) produced,3__6 - 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1142_A,0,2___30-45,Hobby,3___More than 5 years,Yes,Yes,No,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,Yes,No,Livestock,1__None,3__6 - 10 swarms produced,2__1 - 5 queen(s) bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1143_A,0,3___45-65,Hobby,3___More than 5 years,Yes,Yes,No,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,4__More than 10 queens bought,4__More than 10 queens produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,Yes,3__6 - 10 %,First Year
1144_A,0,1___Less than 30,Hobby,2___2-5 years,No,No,No,1___Less than 51 colonies,POLAND,2__6 - 10,01__Only honey,No,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Production + Livestock  + HealthConditions,1__None,3__6 - 10 swarms produced,4__More than 10 queens bought,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,First Year
1145_A,10,2___30-45,Part_time,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,Yes,Yes,Yes,Yes,No,Yes,No,Production + Livestock  + HealthConditions,1__None,4__More than 10 swarms produced,3__6 - 10 queens bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
1146_A,0,3___45-65,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,Yes,No,Livestock,1__None,3__6 - 10 swarms produced,4__More than 10 queens bought,3__6 - 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,2__1 - 5 %,First Year
1147_A,0,2___30-45,Part_time,3___More than 5 years,No,No,No,2___51 - 100,GREECE,5__More than 50 colonies,07__Other,No,Yes,Yes,Local bees,No,No,No,No,No,No,Yes,No,Livestock,1__None,4__More than 10 swarms produced,1__None,1__None,Farmland,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1148_A,0,3___45-65,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,POLAND,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,Yes,Yes,Livestock,1__None,3__6 - 10 swarms produced,2__1 - 5 queen(s) bought,3__6 - 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1149_A,0,2___30-45,Hobby,3___More than 5 years,No,No,Yes,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,Yes,Livestock,1__None,4__More than 10 swarms produced,3__6 - 10 queens bought,4__More than 10 queens produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,2__1 - 5 %,First Year
1153_A,0,2___30-45,Part_time,3___More than 5 years,Yes,Yes,Yes,2___51 - 100,GREECE,5__More than 50 colonies,07__Other,No,Yes,Yes,Local bees,No,No,No,No,No,Yes,No,Yes,Livestock,1__None,4__More than 10 swarms produced,4__More than 10 queens bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,4__11 - 20 %,First Year
1154_A,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,No,4___151 - 200,GREECE,3__11 - 20,01__Only honey,No,Yes,Yes,Local bees,No,No,No,No,No,No,Yes,No,Livestock,1__None,4__More than 10 swarms produced,1__None,1__None,Town,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1156_A,0,2___30-45,Hobby,3___More than 5 years,Yes,Yes,Yes,2___51 - 100,POLAND,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. ccm,No,No,Yes,No,No,No,Yes,Yes,Livestock,1__None,1__None,2__1 - 5 queen(s) bought,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,3__6 - 10 %,First Year
1157_A,17,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,Yes,No,Production + Livestock  + HealthConditions,1__None,2__1 - 5 swarm(s) produced,2__1 - 5 queen(s) bought,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
1158_A,0,3___45-65,Hobby,2___2-5 years,No,Yes,No,1___Less than 51 colonies,ENGLAND & WALES,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1160_A,0,3___45-65,Hobby,3___More than 5 years,No,No,Yes,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,Yes,Yes,Livestock,1__None,4__More than 10 swarms produced,4__More than 10 queens bought,3__6 - 10 queens produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1161_A,0,1___Less than 30,Hobby,2___2-5 years,No,No,Yes,1___Less than 51 colonies,POLAND,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,Yes,No,Yes,No,No,Yes,No,Production + Livestock  + HealthConditions,1__None,2__1 - 5 swarm(s) produced,2__1 - 5 queen(s) bought,2__1 - 5 queen(s) produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
1162_A,0,3___45-65,Professional,3___More than 5 years,No,No,No,5___201 - 300,GREECE,5__More than 50 colonies,07__Other,No,No,Yes,Local bees,No,Yes,No,No,Yes,Yes,Yes,No,Livestock,1__None,4__More than 10 swarms produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,1__No Mortality,First Year
1163_A,0,3___45-65,Hobby,2___2-5 years,No,No,Yes,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,Yes,No,Yes,No,No,Yes,No,Livestock,1__None,2__1 - 5 swarm(s) produced,4__More than 10 queens bought,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
